text;label
you guys need some serious training in customer service too many better options to put up with the way you guys handle ur mistakes;0
ord to dca;1
once he found out we had a problem he avoided me like the plague was told we cant find a supervisor;0
zccu cancelled flight flight h in advance need connect flight reschedule so the link isnt helping help gf waited months to see me;0
i will not be flying you again;0
in addition my first flight was delayed an hour and im arriving at my destination hrs late flight;0
cancelled flighted our flight didnt rebook us on added flight now have to drive from a denver to kcthanks;1
your announcement for pre boarding only addresses mobility my disability requires me to travel with a lot of stuff do i preboard;1
i flew united last month and the experience was awesome;2
our travel booked thru united group dept okc ticket agent less than willing to help with our connection in lax;0
v upset with your disability services when i told one of your employees i was carrying medical equipment she was very rude;0
thnx for quick reply but dont think you can assist our intl grp will be put to considerable inconvenience today;0
wont transfer flight ticket to accompany an yr old whos active military mom had to have emergency brain surgery wow;0
weeks late flightr and i still have not received my miles from the mileageplus gift card starbucks card i handed over;0
as a k im always hoping for improvement;0
not yet i complained about the guy who checked my luggage in as he was throwing the bags around unfortunate coincidence i hope;0
okc ticket agent roger mclarrensp less than helpful with our intl group travel problems cant find a supervisor for help;0
mobile apps need construction from the ground up for each os category its expensive to get right;0
another fail for the united ticket agents in okc less than helpful and could care less about our problems american here we come;0
which also had working wc in coach good thing this bird landed ahead of schedule i have to use the wc stat;2
the os isnt controlled by me but rather app is new;1
i just sent an email to customer care telling them i may have to break up with you i sincerely hope they can help me;0
silly im flying delta today your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk;0
what is your phone number i cant find who to call about a flight reservation;0
well you cant fix me missing my buddies th bday because of negligence but you can attempt to make up for it;0
why am i to believe they will help when customer service couldnt like i said i want a number to someone who can fix what you did;0
they helped me at the baggage service desk said bc tsa screening was down in fll not all bags made it but bag will be in ewr;0
mobile boarding pass disappeared from phone while standing in line to board second time this week hmm;0
for the record rozana at newark was lovely and helpful choosekind;2
it was last nights ordlga;1
